old_name,new_name
7779953784.jpg,coin_110.jpg
782058a969.jpg,coin_111.jpg
79eb826b40.jpg,coin_112.jpg
7c13cfe7f1.jpg,coin_113.jpg
7c3720e174.jpg,coin_114.jpg
7c7942b825.jpg,coin_115.jpg
7ce16206bb.jpg,coin_116.jpg
7e122f5d1f.jpg,coin_117.jpg
827d23c09e.jpg,coin_118.jpg
85db729dc0.jpg,coin_119.jpg
85e4b42fb6.jpg,coin_120.jpg
8605748432.jpg,coin_121.jpg
868bb275c3.jpg,coin_122.jpg
87a1c3b8af.jpg,coin_123.jpg
87f4bed37f.jpg,coin_124.jpg
898beeed4c.jpg,coin_125.jpg
8c7c691333.jpg,coin_126.jpg
8e89dfa19b.jpg,coin_127.jpg
9082197e8c.jpg,coin_128.jpg
908f1fc748.jpg,coin_129.jpg
91851d8baa.jpg,coin_130.jpg
94b5bdb199.jpg,coin_131.jpg
962d332c3c.jpg,coin_132.jpg
97868f7555.jpg,coin_133.jpg
97e6af6151.jpg,coin_134.jpg
980bc77535.jpg,coin_135.jpg
98e915fe15.jpg,coin_136.jpg
990db901a0.jpg,coin_137.jpg
9981524f15.jpg,coin_138.jpg
9ab6493bdc.jpg,coin_139.jpg
9b1df4ab21.jpg,coin_140.jpg
9bdccee820.jpg,coin_141.jpg
9d2dea7b8f.jpg,coin_142.jpg
9e575d70ea.jpg,coin_143.jpg
9ef3898d38.jpg,coin_144.jpg
a15f18c804.jpg,coin_145.jpg
a188d78b85.jpg,coin_146.jpg
a19f00a771.jpg,coin_147.jpg
a1fae3d9ea.jpg,coin_148.jpg
a5faa8e072.jpg,coin_149.jpg
a61fb409e8.jpg,coin_150.jpg
a9515c596b.jpg,coin_151.jpg
aaf925663f.jpg,coin_152.jpg
abd33e40b9.jpg,coin_153.jpg
ad43774456.jpg,coin_154.jpg
ae2a9d0217.jpg,coin_155.jpg
afc5895108.jpg,coin_156.jpg
afed6c9305.jpg,coin_157.jpg
b05183cf6c.jpg,coin_158.jpg
b22b3d9c4e.jpg,coin_159.jpg
b2ff113277.jpg,coin_160.jpg
b36a35b1cf.jpg,coin_161.jpg
b490ad931a.jpg,coin_162.jpg
b61d911828.jpg,coin_163.jpg
b65bf338f7.jpg,coin_164.jpg
bb8b54822f.jpg,coin_165.jpg
bc673941fb.jpg,coin_166.jpg
bc6914ff98.jpg,coin_167.jpg
bd5e683f30.jpg,coin_168.jpg
bd7c825ab5.jpg,coin_169.jpg
bdddd66dc5.jpg,coin_170.jpg
be037b359a.jpg,coin_171.jpg
c0ac04a0cf.jpg,coin_172.jpg
c13910bc18.jpg,coin_173.jpg
c1a9fbb8bc.jpg,coin_174.jpg
c20d83cdfe.jpg,coin_175.jpg
c2d0445950.jpg,coin_176.jpg
c36182ac9a.jpg,coin_177.jpg
c3ddc33f41.jpg,coin_178.jpg
c45fe65ea2.jpg,coin_179.jpg
c61640a9c1.jpg,coin_180.jpg
c99b8f0e24.jpg,coin_181.jpg
cb1e6a6967.jpg,coin_182.jpg
cb4769d1a9.jpg,coin_183.jpg
cf0943d302.jpg,coin_184.jpg
d0a3c1f8d3.jpg,coin_185.jpg
d339767881.jpg,coin_186.jpg
d3a549a4ac.jpg,coin_187.jpg
d4a5b2ad56.jpg,coin_188.jpg
d603d1e7e2.jpg,coin_189.jpg
d7416e5a02.jpg,coin_190.jpg
d74bf34efc.jpg,coin_191.jpg
d87fde36bf.jpg,coin_192.jpg
d8e50e61e9.jpg,coin_193.jpg
dc76e7bc74.jpg,coin_194.jpg
e036bb9f36.jpg,coin_195.jpg
e458d60056.jpg,coin_196.jpg
e464aa2ba3.jpg,coin_197.jpg
e48a9d76fa.jpg,coin_198.jpg
e5498c038d.jpg,coin_199.jpg
e56270ad8e.jpg,coin_200.jpg
e58d420bba.jpg,coin_201.jpg
e7047cebbb.jpg,coin_202.jpg
e87b700514.jpg,coin_203.jpg
e893dcbca8.jpg,coin_204.jpg
e982d8d424.jpg,coin_205.jpg
ea2f399c2c.jpg,coin_206.jpg
ecb30e89ac.jpg,coin_207.jpg
ecf7752465.jpg,coin_208.jpg
f14da4ee62.jpg,coin_209.jpg
f35a790bd0.jpg,coin_210.jpg
f5fd0e7e9b.jpg,coin_211.jpg
f8101d6dd1.jpg,coin_212.jpg
f8b6b6d100.jpg,coin_213.jpg
f8cc6f7201.jpg,coin_214.jpg
fa5950f31e.jpg,coin_215.jpg
